"",customerid,churn_probability
5974,5982-FPVQN,0.384654
5975,9107-UKCKY,0.131033
5976,4654-ULTTN,0.021732
5977,5546-BYZSM,0.046848
5978,1492-KGETH,0.041744
5979,4163-HFTUK,0.017480
5980,8215-NGSPE,0.003896
5981,8859-YSTWS,0.017265
5982,7601-DHFWZ,0.005831
5983,1998-VHJHK,0.027007
5984,1707-HABPF,0.217227
5985,0487-VVUVK,0.045295
5986,5063-IUOKK,0.022112
5987,4508-OEBEY,0.082094
5988,0027-KWYKW,0.418322
5989,2308-STERM,0.238423
5990,5982-XMDEX,0.004277
5991,6051-PTVNS,0.013139
5992,2877-VDUER,0.012646
5993,9152-AMKAK,0.084457
5994,9432-VOFYX,0.498851
5995,8049-WJCLQ,0.061816
5996,6586-PSJOX,0.038323
5997,9705-ZJBCG,0.026428
5998,6847-KJLTS,0.468708
5999,9670-BPNXF,0.053301
6000,3913-FCUUW,0.004378
6001,3301-VKTGC,0.010825
6002,9555-SAHUZ,0.112396
6003,0816-TSPHQ,0.235755
6004,9932-WBWIK,0.140036
6005,4619-EVPHY,0.377017
6006,5286-YHCVC,0.158732
6007,9115-YQHGA,0.114278
6008,4462-CYWMH,0.441046
6009,8963-MQVYN,0.049388
6010,2458-EOMRE,0.190193
6011,9334-GWGOW,0.744064
6012,6542-LWGXJ,0.567698
6013,5567-GZKQY,0.003992
6014,1222-LRYKO,0.103007
6015,2087-QAREY,0.289224
6016,4423-JWZJN,0.013838
6017,6490-FGZAT,0.156900
6018,7452-FOLON,0.014781
6019,2320-TZRRH,0.033896
6020,4942-VZZOM,0.057845
6021,7502-BNYGS,0.222301
6022,4291-HYEBC,0.056440
6023,6147-CBCRA,0.056268
6024,6047-SUHPR,0.046437
6025,9752-ZNQUT,0.558062
6026,1576-PFZIW,0.119715
6027,5666-MBJPT,0.005277
6028,7312-XSBAT,0.362707
6029,3096-GKWEB,0.631011
6030,2371-JQHZZ,0.613068
6031,0674-GCDXG,0.022989
6032,1121-QSIVB,0.017091
6033,4396-KLSEH,0.233340
6034,2824-MYYBN,0.398043
6035,6345-HOVES,0.252293
6036,8318-LCNBW,0.091632
6037,6469-QJKZW,0.213337
6038,0147-ESWWR,0.567159
6039,1217-VASWC,0.284418
6040,6370-ZVHDV,0.005246
6041,5915-DGNVC,0.072216
6042,6260-XLACS,0.060694
6043,3566-CAAYU,0.003213
6044,4983-CCWMC,0.666717
6045,9103-CXVOK,0.185899
6046,2896-TBNBE,0.193494
6047,2522-WLNSF,0.118638
6048,3841-CONLJ,0.637452
6049,4475-NVTLU,0.004015
6050,9386-LDCZR,0.089209
6051,9585-KKMFD,0.004817
6052,5399-ZIMKF,0.675073
6053,0336-KXKFK,0.020143
6054,5619-XZZKR,0.059972
6055,3948-FVVRP,0.171662
6056,5327-XOKKY,0.047166
6057,0983-TATYJ,0.121082
6058,1813-JYWTO,0.015994
6059,6719-OXYBR,0.467338
6060,3312-ZWLGF,0.544291
6061,6476-YHMGA,0.136182
6062,0795-XCCTE,0.003974
6063,0168-XZKBB,0.604470
6064,3785-NRHYR,0.240099
6065,4537-DKTAL,0.508577
6066,7072-MBHEV,0.410945
6067,5602-BVFMK,0.044912
6068,6297-NOOPG,0.095003
6069,8204-TIFGJ,0.087614
6070,8050-DVOJX,0.014256
6071,8903-XEBGX,0.264938
6072,8169-SAEJD,0.011897
6073,1089-XZWHH,0.008307
6074,2325-WINES,0.344522
6075,6064-ZATLR,0.020894
6076,7824-PANSQ,0.233792
6077,9648-BCHKM,0.010765
6078,2888-ADFAO,0.004338
6079,8707-HOEDG,0.021467
6080,4072-IPYLT,0.108948
6081,7167-PCEYD,0.004244
6082,4936-YPJNK,0.178844
6083,1580-BMCMR,0.453420
6084,4817-KEQSP,0.002853
6085,6408-WHTEF,0.005847
6086,9251-AWQGT,0.003521
6087,8749-CLJXC,0.240082
6088,7989-VCQOH,0.141722
6089,4199-QHJNM,0.152549
6090,8882-TLVRW,0.013369
6091,5135-GRQJV,0.071576
6092,2384-OVPSA,0.009029
6093,1371-WEPDS,0.132298
6094,3580-GICBM,0.003547
6095,9730-DRTMJ,0.086246
6096,4686-UXDML,0.531083
6097,3349-ANQNH,0.267747
6098,0932-YIXYU,0.005334
6099,7480-SPLEF,0.003258
6100,7636-XUHWW,0.261728
6101,1431-CYWMH,0.041977
6102,5937-EORGB,0.585998
6103,6349-JDHQP,0.004499
6104,5539-HIVAK,0.082701
6105,5847-MXBEO,0.031418
6106,4583-PARNH,0.561610
6107,1116-FRYVH,0.004977
6108,1421-HCERK,0.351599
6109,9633-XQABV,0.700628
6110,0716-BQNDX,0.086705
6111,1183-CANVH,0.127494
6112,1972-XMUWV,0.033776
6113,8679-LZBMD,0.254403
6114,3407-JMJQQ,0.014778
6115,6252-DFGTK,0.061766
6116,1539-LNKHM,0.091845
6117,8645-KOMJQ,0.004738
6118,0289-IVARM,0.148544
6119,9761-XUJWD,0.388114
6120,4057-FKCZK,0.010860
6121,4291-TPNFG,0.013757
6122,6087-YPWHO,0.006340
6123,3090-QFUVD,0.228449
6124,1722-LDZJS,0.013243
6125,1818-ESQMW,0.461736
6126,7401-RUBNK,0.376979
6127,0506-YLVKJ,0.004246
6128,8661-BOYNW,0.024295
6129,4815-GBTCD,0.650952
6130,2805-AUFQN,0.011371
6131,0980-PVMRC,0.143279
6132,7233-DRTRF,0.478740
6133,3873-NFTGI,0.295795
6134,1162-ECVII,0.089053
6135,7048-GXDAY,0.461676
6136,8571-ZCMCX,0.010618
6137,1169-WCVAK,0.306766
6138,7129-CAKJW,0.399697
6139,8695-ARGXZ,0.544101
6140,3570-YUEKJ,0.209143
6141,1555-HAPSU,0.002871
6142,1697-NVVGY,0.193644
6143,8464-EETCQ,0.004065
6144,2419-FSORS,0.159059
6145,8132-YPVBX,0.666114
6146,6754-LZUKA,0.045680
6147,8099-MZPUJ,0.010465
6148,0787-LHDYT,0.094834
6149,0374-IOEGQ,0.502678
6150,3197-NNYNB,0.156087
6151,3396-DKDEL,0.011310
6152,1752-OZXFY,0.057362
6153,9066-QRSDU,0.044763
6154,9112-WSNPU,0.384164
6155,9867-NNXLC,0.088289
6156,5321-NTRKC,0.004218
6157,3161-GETRM,0.357828
6158,0402-OAMEN,0.002928
6159,6933-VLYFX,0.058854
6160,6754-WKSHP,0.016280
6161,4976-LNFVV,0.358484
6162,5055-MGMGF,0.435044
6163,4641-FROLU,0.005129
6164,2862-JVEOY,0.055673
6165,2969-QWUBZ,0.598263
6166,9822-BIIGN,0.110122
6167,2077-MPJQO,0.745320
6168,1534-OULXE,0.042643
6169,2971-SGAFL,0.337618
6170,1480-IVEVR,0.288871
6171,2905-KFQUV,0.683382
6172,3370-HXOPH,0.667988
6173,9391-YZEJW,0.202293
6174,9958-MEKUC,0.004393
6175,0281-CNTZX,0.005382
6176,4118-CEVPF,0.313686
6177,9114-VEPUF,0.107630
6178,7876-BEUTG,0.326050
6179,2338-BQEZT,0.122052
6180,9873-MNDKV,0.324520
6181,8241-JUIQO,0.014872
6182,2194-IIQOF,0.010153
6183,9631-RXVJM,0.008514
6184,9584-EXCDZ,0.549949
6185,5093-FEGLU,0.006862
6186,2621-UDNLU,0.254927
6187,7526-IVLYU,0.273909
6188,2428-HYUNX,0.010438
6189,9214-EKVXR,0.540593
6190,3410-MHHUM,0.040643
6191,2122-YWVYA,0.402907
6192,2296-DKZFP,0.009956
6193,8909-BOLNL,0.062408
6194,6603-YRDCJ,0.023859
6195,3229-USWAR,0.087765
6196,2138-VFAPZ,0.012329
6197,6131-JLWZM,0.119163
6198,0269-XFESX,0.019333
6199,1709-EJDOX,0.003585
6200,4316-XCSLJ,0.133704
6201,9693-XMUOB,0.253202
6202,0383-CLDDA,0.022817
6203,2709-UQGNP,0.250463
6204,3549-ZTMNH,0.015965
6205,8033-ATFAS,0.033064
6206,1635-NZATJ,0.004095
6207,0562-HKHML,0.002860
6208,8277-RVRSV,0.015893
6209,9943-VSZUV,0.355783
6210,7054-ENNGU,0.296538
6211,1455-HFBXA,0.082035
6212,9402-CXWPL,0.062148
6213,1628-BIZYP,0.710888
6214,0082-LDZUE,0.537208
6215,5343-SGUBI,0.179212
6216,0856-NAOES,0.310388
6217,1976-AZZPJ,0.286216
6218,6156-UZDLF,0.123426
6219,3099-OONVS,0.118192
6220,9500-WBGRP,0.004032
6221,5183-KLYEM,0.045842
6222,5144-PQCDZ,0.205186
6223,8514-VZHEB,0.003080
6224,6625-IUTTT,0.018017
6225,9355-NPPFS,0.517034
6226,0068-FIGTF,0.116451
6227,5965-GGPRW,0.009497
6228,8035-PWSEV,0.679100
6229,2236-HILPA,0.002936
6230,1840-BIUOG,0.309844
6231,1356-MKYSK,0.208202
6232,6080-LNESI,0.005772
6233,1830-IPXVJ,0.002982
6234,5828-DWPIL,0.308873
6235,8398-TBIYD,0.017169
6236,2931-FSOHN,0.373609
6237,9418-RUKPH,0.005232
6238,9971-ZWPBF,0.404242
6239,4712-AUQZO,0.214817
6240,9711-FJTBX,0.014805
6241,2908-ZTPNF,0.129235
6242,8421-WZOOW,0.040895
6243,1414-YADCW,0.009533
6244,8756-RDDLT,0.066248
6245,2862-PFNIK,0.256995
6246,5816-QVHRX,0.309904
6247,4430-YHXGG,0.123216
6248,6888-SBYAI,0.386898
6249,7395-XWZOY,0.217493
6250,7169-YWAMK,0.003460
6251,6859-RKMZJ,0.374158
6252,2729-VNVAP,0.004380
6253,2957-JIRMN,0.169745
6254,2049-BAFNW,0.411326
6255,3842-QTGDL,0.340535
6256,7163-OCEQI,0.246060
6257,9782-LGXMC,0.064347
6258,5975-BAICR,0.050933
6259,4673-KKSLS,0.156142
6260,4853-OITSN,0.527531
6261,9800-OUIGR,0.002873
6262,2324-EFHVG,0.190744
6263,7094-MSZAO,0.107088
6264,6907-CQGPN,0.133722
6265,0780-XNZFN,0.004455
6266,0239-OXEXL,0.238871
6267,2675-IJRGJ,0.004865
6268,7049-GKVZY,0.050801
6269,8577-QSOCG,0.005222
6270,3721-CNZHX,0.039651
6271,0212-ISBBF,0.389313
6272,3585-YNADK,0.092046
6273,5271-DBYSJ,0.660691
6274,1099-GODLO,0.012298
6275,6828-HMKWP,0.009564
6276,1472-TNCWL,0.100652
6277,2080-GKCWQ,0.630653
6278,2193-SFWQW,0.005927
6279,5656-JAMLX,0.004020
6280,3462-BJQQA,0.712293
6281,0442-TDYUO,0.008834
6282,6733-LRIZX,0.231416
6283,9503-XJUME,0.013045
6284,4367-NHWMM,0.611040
6285,3779-OSWCF,0.010422
6286,6736-DHUQI,0.006071
6287,3915-ODIYG,0.073067
6288,1360-RCYRT,0.138101
6289,2724-FJDYW,0.012562
6290,4451-RWASJ,0.026258
6291,3460-TJBWI,0.006859
6292,5917-HBSDW,0.035905
6293,5671-UUNXD,0.297117
6294,0956-ACVZC,0.192876
6295,2325-NBPZG,0.470001
6296,4482-FTFFX,0.352000
6297,8859-DZTGQ,0.009302
6298,0440-MOGPM,0.160091
6299,0020-JDNXP,0.052722
6300,3752-CQSJI,0.060790
6301,5025-GOOKI,0.083565
6302,4698-KVLLG,0.005220
6303,2887-JPYLU,0.144588
6304,4770-QAZXN,0.126529
6305,4896-CPRPF,0.005024
6306,9714-EDSUC,0.338450
6307,0282-NVSJS,0.191640
6308,7353-YOWFP,0.054342
6309,8008-ESFLK,0.246456
6310,7537-CBQUZ,0.405155
6311,3363-EWLGO,0.163144
6312,4750-UKWJK,0.026119
6313,1689-YQBYY,0.400127
6314,4487-ZYJZK,0.014494
6315,2959-FENLU,0.651810
6316,0708-LGSMF,0.349390
6317,7634-HLQJR,0.003442
6318,0487-RPVUM,0.196380
6319,4079-ULGFR,0.078380
6320,2516-XSJKX,0.007754
6321,0057-QBUQH,0.005213
6322,6599-SFQVE,0.414216
6323,8331-ZXFOE,0.051850
6324,4003-FUSHP,0.302039
6325,0356-ERHVT,0.359874
6326,7325-ENZFI,0.069501
6327,4884-ZTHVF,0.709737
6328,3920-HIHMQ,0.175184
6329,3055-OYMSE,0.315970
6330,0613-WUXUM,0.003039
6331,4458-KVRBJ,0.004720
6332,1397-XKKWR,0.117524
6333,8097-OMULG,0.004060
6334,6013-BHCAW,0.007171
6335,0401-WDBXM,0.014880
6336,3387-PLKUI,0.049005
6337,6096-EGVTU,0.039998
6338,5081-NWSUP,0.196061
6339,2580-ATZSQ,0.041179
6340,8085-MSNLK,0.157030
6341,9691-HKOVS,0.085617
6342,9881-VCZEP,0.271973
6343,8757-TFHHJ,0.366236
6344,1468-DEFNC,0.003643
6345,5119-KEPFY,0.548684
6346,0916-KNFAJ,0.030414
6347,8319-QBEHW,0.028741
6348,9625-QNLUX,0.009635
6349,4024-CSNBY,0.024074
6350,7110-BDTWG,0.040821
6351,7493-GVFIO,0.004142
6352,0690-SRQID,0.205474
6353,9605-WGJVW,0.729252
6354,9114-DPSIA,0.003844
6355,4700-UBQMV,0.075681
6356,7711-GQBZC,0.002963
6357,4627-MIHJH,0.148313
6358,9795-NREXC,0.028173
6359,8573-CGOCC,0.071258
6360,7356-AYNJP,0.085622
6361,6286-SUUWT,0.240086
6362,4819-HJPIW,0.284779
6363,8654-DHAOW,0.481129
6364,5438-QMDDL,0.328186
6365,9812-GHVRI,0.337607
6366,5553-AOINX,0.053088
6367,1228-ZLNBX,0.367481
6368,4226-KKDON,0.387713
6369,3831-YCPUO,0.007414
6370,7445-WMRBW,0.106012
6371,3308-DGHKL,0.004196
6372,9924-JPRMC,0.065210
6373,0080-EMYVY,0.081189
6374,6218-KNUBD,0.322686
6375,7337-CINUD,0.011432
6376,7609-NRNCA,0.037084
6377,0623-EJQEG,0.083033
6378,7153-CHRBV,0.042686
6379,6198-PNNSZ,0.256531
6380,3317-VLGQT,0.706984
6381,4132-POCZS,0.181094
6382,5614-DNZCE,0.008326
6383,3896-RCYYE,0.080251
6384,9638-JIQYA,0.580468
6385,3258-SANFR,0.299352
6386,3726-TBHQT,0.012637
6387,3190-ITQXP,0.003680
6388,4833-QTJNO,0.225575
6389,3039-MJSLN,0.165768
6390,0178-CIIKR,0.233465
6391,5774-QPLTF,0.014389
6392,2322-VCZHZ,0.453518
6393,5010-IPEAQ,0.003770
6394,6383-ZTSIW,0.147266
6395,8990-YOZLV,0.007880
6396,3069-SSVSN,0.200730
6397,5222-IMUKT,0.426578
6398,6685-XSHHU,0.003411
6399,8901-UPRHR,0.015454
6400,0118-JPNOY,0.432508
6401,3845-FXCYS,0.308172
6402,5857-XRECV,0.214973
6403,0725-CXOTM,0.089059
6404,4343-EJVQB,0.355642
6405,9000-PLFUZ,0.052388
6406,3427-GGZZI,0.603179
6407,7779-ORAEL,0.030398
6408,0644-OQMDK,0.716303
6409,3154-CFSZG,0.202287
6410,2220-IAHLS,0.228483
6411,1658-XUHBX,0.320232
6412,2378-HTWFW,0.306628
6413,4377-VDHYI,0.048169
6414,3719-TDVQB,0.008136
6415,0201-MIBOL,0.103548
6416,4937-QPZPO,0.052096
6417,2925-VDZHY,0.004347
6418,6981-TDRFT,0.024581
6419,3413-CSSTH,0.222114
6420,8033-VCZGH,0.334761
6421,0224-NIJLP,0.010809
6422,7542-CYDDM,0.074249
6423,4718-WXBGI,0.005538
6424,8495-PRWFH,0.221624
6425,0439-IFYUN,0.508847
6426,5716-LIBJC,0.081035
6427,2868-LLSKM,0.012317
6428,2988-QRAJY,0.159499
6429,0071-NDAFP,0.005978
6430,7328-ZJAJO,0.003021
6431,6458-CYIDZ,0.412008
6432,1090-PYKCI,0.011312
6433,3058-WQDRE,0.378130
6434,2279-AXJJK,0.405706
6435,0909-SELIE,0.017678
6436,3417-TSCIC,0.151320
6437,1042-HFUCW,0.010629
6438,6537-OTKMY,0.287477
6439,8999-EXMNO,0.007232
6440,6725-TPKJO,0.006196
6441,7162-WPHPM,0.004079
6442,1599-MMYRQ,0.008310
6443,8821-KVZKQ,0.006659
6444,6434-TTGJP,0.017588
6445,0042-JVWOJ,0.037390
6446,0130-SXOUN,0.235294
6447,2330-PQGDQ,0.013102
6448,1452-UZOSF,0.006447
6449,2097-YVPKN,0.004132
6450,8597-CTXVJ,0.040384
6451,6631-HMANX,0.040541
6452,9962-BFPDU,0.176241
6453,6394-HHHZM,0.231346
6454,5995-LFTLE,0.005627
6455,1932-UEDCX,0.574191
6456,5188-HGMLP,0.288934
6457,0665-XHDJU,0.078435
6458,8265-HKSOW,0.004711
6459,3544-FBCAS,0.005902
6460,5331-RGMTT,0.488922
6461,4759-PXTAN,0.119227
6462,7054-DMVAS,0.014317
6463,3428-MMGUB,0.169553
6464,6549-BTYPG,0.038107
6465,7823-JSOAG,0.663490
6466,3705-RHRFR,0.083067
6467,9374-YOLBJ,0.187083
6468,9074-KGVOX,0.113182
6469,6128-DAFVY,0.199588
6470,9933-QRGTX,0.097178
6471,4476-OSWTN,0.267518
6472,5066-GFJMM,0.302521
6473,2661-GKBTK,0.002961
6474,0458-HEUZG,0.087204
6475,7268-WNTCP,0.003038
6476,0824-VWDPO,0.111905
6477,8409-WQJUX,0.170668
6478,2578-JQPHZ,0.154663
6479,3278-FSIXX,0.534006
6480,9746-UGFAC,0.032692
6481,2946-KIQSP,0.139345
6482,0625-AFOHS,0.005249
6483,6726-WEXXK,0.246221
6484,4636-OLWOE,0.005432
6485,4685-ERGHK,0.205874
6486,0885-HMGPY,0.007262
6487,5003-OKNNK,0.020049
6488,7208-PSIHR,0.152441
6489,4012-ZTHBR,0.201800
6490,0489-WMEMG,0.020224
6491,7435-ZNUYY,0.055522
6492,1354-YZFNB,0.011123
6493,2985-FMWYF,0.598984
6494,2812-ENYMO,0.055805
6495,2717-HVIZY,0.096685
6496,3422-GALYP,0.705522
6497,2890-WFBHU,0.049668
6498,0327-WFZSY,0.055809
6499,7977-HXJKU,0.005706
6500,7033-CLAMM,0.003598
6501,4023-RTIQM,0.130097
6502,0864-FVJNJ,0.017746
6503,7356-IWLFW,0.315419
6504,9541-PWTWO,0.055568
6505,3967-VQOGC,0.003302
6506,7872-RDDLZ,0.161894
6507,6308-CQRBU,0.138488
6508,0186-CAERR,0.076049
6509,3043-SUDUA,0.052251
6510,5442-BHQNG,0.649944
6511,2169-RRLFW,0.003866
6512,5872-OEQNH,0.068239
6513,3162-KKZXO,0.277439
6514,8873-GLDMH,0.676254
6515,5696-JVVQY,0.007122
6516,8946-BFWSG,0.003116
6517,0547-HURJB,0.089653
6518,8904-OPDCK,0.207329
6519,8845-LWKGE,0.024697
6520,0691-NIKRI,0.307377
6521,5022-JNQEQ,0.386835
6522,3249-VHRIP,0.038667
6523,3736-BLEPA,0.216916
6524,4701-LKOZD,0.008798
6525,6603-QWSPR,0.194573
6526,9921-QFQUL,0.431591
6527,1929-ZCBHE,0.044810
6528,4378-MYPGO,0.012386
6529,4129-LYCOI,0.016112
6530,7798-JVXYM,0.401913
6531,8647-SDTWQ,0.304060
6532,2696-ECXKC,0.019857
6533,2081-KJSQF,0.284723
6534,3323-CPBWR,0.473484
6535,3384-CTMSF,0.547184
6536,0902-RFHOF,0.020245
6537,6048-QBXKL,0.546562
6538,7718-RXDGG,0.650516
6539,1025-FALIX,0.403134
6540,3451-VAWLI,0.004219
6541,3407-QGWLG,0.179779
6542,2347-WKKAE,0.402975
6543,8735-DCXNF,0.229058
6544,3214-IYUUQ,0.080462
6545,1936-UAFEH,0.140609
6546,3587-PMCOY,0.281395
6547,1027-LKKQQ,0.015275
6548,7148-XZPHA,0.021226
6549,5309-TAIKL,0.342310
6550,6856-RAURS,0.693579
6551,8778-LMWTJ,0.444303
6552,9717-IOAAF,0.006552
6553,2845-KDHVX,0.038109
6554,0848-SOMKO,0.016984
6555,6734-FQAJX,0.167611
6556,1535-VTJOQ,0.013965
6557,6368-TZZDT,0.011202
6558,0943-ZQPXH,0.092078
6559,1293-BSEUN,0.002997
6560,1302-TPUBN,0.003702
6561,2378-VTKDH,0.496567
6562,0927-CNGRH,0.167499
6563,8608-OZTLB,0.046404
6564,2335-GSODA,0.019117
6565,1952-DVVSW,0.057834
6566,6656-GULJQ,0.015258
6567,9853-JFZDU,0.107925
6568,3777-XROBG,0.003027
6569,6994-FGRHH,0.025673
6570,4000-VGMQP,0.013459
6571,3999-WRNGR,0.107532
6572,3466-RITXD,0.414234
6573,2680-XKKNJ,0.058693
6574,2974-GGUXS,0.505626
6575,7994-XIRTR,0.090291
6576,2101-RANCD,0.403761
6577,7921-BEPCI,0.006088
6578,8510-TMWYB,0.005773
6579,3258-ZKPAI,0.012510
6580,1428-IEDPR,0.195853
6581,5298-GSTLM,0.151734
6582,4450-YOOHP,0.264475
6583,6728-CZFEI,0.220867
6584,3653-NCRDJ,0.015341
6585,6121-TNHBO,0.052547
6586,5119-NZPTV,0.700709
6587,6519-ZHPXP,0.008754
6588,3472-QPRCH,0.004113
6589,8224-UAXBZ,0.069482
6590,9610-WCESF,0.017868
6591,2486-WYVVE,0.171219
6592,3865-ZYKAD,0.237540
6593,1422-DGUBX,0.266889
6594,2999-AANRQ,0.019722
6595,8668-KNZTI,0.052859
6596,0480-KYJVA,0.002865
6597,9746-YKGXB,0.045514
6598,3926-YZVVX,0.088525
6599,6000-UKLWI,0.006863
6600,6332-FBZRI,0.041718
6601,2096-XOTMO,0.045818
6602,3266-FTKHB,0.018372
6603,8221-EQDGL,0.148585
6604,2346-LOCWC,0.003044
6605,0298-XACET,0.003610
6606,7560-QJAVJ,0.018189
6607,2995-YWTCD,0.012184
6608,9137-UIYPG,0.210825
6609,2809-ZMYOQ,0.575195
6610,5084-OOVCJ,0.128287
6611,0254-WWRKD,0.001793
6612,7727-SHVZV,0.150680
6613,5339-PXDVH,0.512461
6614,2205-LPVGL,0.015190
6615,8782-NUUOL,0.051201
6616,7601-WFVZV,0.240103
6617,4609-KNNWG,0.005589
6618,4868-AADLV,0.036655
6619,9529-OFXHY,0.496376
6620,2669-QVCRG,0.280423
6621,2478-EEWWM,0.236255
6622,9174-IHETN,0.005713
6623,2233-TXSIU,0.035633
6624,9644-UMGQA,0.186342
6625,3256-EZDBI,0.198591
6626,0419-YAAPX,0.356226
6627,0872-CASZJ,0.061541
6628,4726-DLWQN,0.121312
6629,8164-OCKUJ,0.003117
6630,3094-JOJAI,0.382682
6631,9494-MRNYX,0.634343
6632,2599-CZABP,0.132963
6633,7945-PRBVF,0.008852
6634,4544-RXFMG,0.074398
6635,0859-YGKFW,0.020183
6636,1150-FTQGN,0.012683
6637,7196-LIWRH,0.031489
6638,5448-VWNAM,0.130514
6639,1177-XZBJL,0.042301
6640,3518-FSTWG,0.083287
6641,9330-VOFSZ,0.189532
6642,0939-EREMR,0.164081
6643,9389-ACWBI,0.340194
6644,3644-QXEHN,0.159256
6645,2911-IJORQ,0.089400
6646,5921-NGYRH,0.230336
6647,5998-DZLYR,0.159041
6648,3985-HOYPM,0.027625
6649,9548-LERKT,0.016476
6650,6576-FBXOJ,0.295533
6651,4310-KEDTB,0.132801
6652,4062-HBMOS,0.486971
6653,2676-ISHSF,0.240071
6654,9236-NDUCW,0.041798
6655,4753-PADAS,0.289552
6656,6103-QCKFX,0.065022
6657,7781-EWARA,0.005065
6658,7018-FPXHH,0.005603
6659,0572-ZJKLT,0.011615
6660,5135-RDDQL,0.014506
6661,1353-LJWEM,0.364190
6662,1794-SWWKL,0.068103
6663,6166-YIPFO,0.017761
6664,9332-GYWLO,0.224497
6665,4184-VODJZ,0.032368
6666,1092-WPIVQ,0.008549
6667,7233-IOQNP,0.098901
6668,2834-JKOOW,0.067450
6669,2400-FEQME,0.003225
6670,4957-SREEC,0.002816
6671,0230-UBYPQ,0.049150
6672,4923-ADWXJ,0.163208
6673,1763-KUAAW,0.043375
6674,1104-TNLZA,0.589972
6675,5195-KPUNQ,0.108428
6676,3439-GVUSX,0.549298
6677,5949-HGVJL,0.225853
6678,5203-XEHAX,0.072446
6679,1635-HDGFT,0.006208
6680,8050-XGRVL,0.041079
6681,9828-QHFBK,0.217032
6682,3908-MKIMJ,0.016478
6683,5012-YSPJJ,0.150888
6684,6728-VOIFY,0.220647
6685,4891-NLUBA,0.006459
6686,8969-PRHFK,0.036034
6687,0661-KQHNK,0.024696
6688,8709-KRDVL,0.549604
6689,1427-VERSM,0.417154
6690,9801-NOSHQ,0.016787
6691,6339-YPSAH,0.676376
6692,2159-TURXX,0.149120
6693,1548-FEHVL,0.421870
6694,3795-CAWEX,0.010661
6695,6215-NQCPY,0.559197
6696,5647-URDKA,0.010718
6697,2229-DPMBI,0.011025
6698,9626-WEQRM,0.350997
6699,2188-SXWVT,0.059510
6700,6258-PVZWJ,0.016354
6701,1094-BKOSX,0.009479
6702,6969-MVBAI,0.738755
6703,2978-XXSOG,0.195267
6704,2342-CKIAO,0.237837
6705,6953-PBDIN,0.033328
6706,3898-BSJYF,0.027618
6707,3938-YFPXD,0.017834
6708,7696-AMHOD,0.008145
6709,2453-SAFNS,0.090614
6710,9558-IHEZX,0.121880
6711,9617-UDPEU,0.042760
6712,6340-DACFT,0.003309
6713,4955-VCWBI,0.014260
6714,6813-GZQCG,0.004559
6715,7426-GSWPO,0.379860
6716,3389-KTRXV,0.007279
6717,3118-UHVVQ,0.004138
6718,3205-MXZRA,0.102185
6719,8317-BVKSO,0.134455
6720,5702-KVQRD,0.027132
6721,0083-PIVIK,0.052842
6722,6169-PGNCD,0.010083
6723,4909-JOUPP,0.054293
6724,4657-FWVFY,0.334537
6725,2257-BOVXD,0.375509
6726,7729-JTEEC,0.270820
6727,9696-RMYBA,0.676325
6728,8690-UPCZI,0.049356
6729,9770-LXDBK,0.233567
6730,4086-WITJG,0.002791
6731,8344-WFMFH,0.212932
6732,8822-KNBHV,0.074130
6733,8404-FYDIB,0.324346
6734,2791-SFVEW,0.152511
6735,6762-NSODU,0.003479
6736,9888-ZCUMM,0.016582
6737,1074-WVEVG,0.015779
6738,9979-RGMZT,0.343847
6739,6437-UDQJM,0.020170
6740,1226-IENZN,0.554328
6741,2108-GLPQB,0.242438
6742,5474-LAMUQ,0.034381
6743,3468-DRVQJ,0.043589
6744,1122-YJBCS,0.046939
6745,4990-ALDGW,0.004362
6746,4816-OKWNX,0.033055
6747,3315-IKYZQ,0.025263
6748,4747-LCAQL,0.192463
6749,3411-WLRSQ,0.712672
6750,0898-XCGTF,0.224150
6751,8006-PYCSW,0.237814
6752,8249-THVEC,0.013542
6753,8722-PRFDV,0.014240
6754,2164-SOQXL,0.042745
6755,4020-KIUDI,0.100242
6756,5850-BDWCY,0.159100
6757,2038-YSEZE,0.143815
6758,0827-ITJPH,0.010162
6759,8799-OXZMD,0.286063
6760,1705-GUHPV,0.004363
6761,4779-ZGICK,0.003763
6762,0048-PIHNL,0.018258
6763,3967-KXAPS,0.010292
6764,3704-IEAXF,0.001628
6765,6810-VCAEX,0.049236
6766,0674-EYYZV,0.585507
6767,4480-MBMLB,0.359707
6768,1395-OFUWC,0.092234
6769,0822-QGCXA,0.224265
6770,2832-KJCRD,0.520217
6771,3588-WSTTJ,0.520743
6773,5090-EMGTC,0.163643
6774,2346-CZYIL,0.010301
6775,3798-EPWRR,0.536567
6776,6258-NGCNG,0.166712
6777,4186-ZBUEW,0.122939
6778,5274-XHAKY,0.299979
6779,1442-BQPVU,0.334124
6780,3978-YNKDD,0.005610
6781,4940-KHCWD,0.008040
6782,9589-ABEPT,0.141956
6783,9388-ZEYVT,0.110487
6784,0305-SQECB,0.042366
6785,7605-SNLQG,0.198009
6786,4670-TABXH,0.062595
6787,0064-SUDOG,0.009669
6788,8561-NMTBD,0.023506
6789,5161-XEUVX,0.170945
6790,8292-FRFZQ,0.058755
6791,8591-NXRCV,0.132581
6792,7895-VONWT,0.393390
6793,4526-RMTLL,0.021164
6794,6253-GNHWH,0.003728
6795,4566-NECEV,0.667598
